artist;title;id;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
kate bush;breathing;50dndMFNoQcxGG8iN2HVbd;0.442;0.256;6;-15.884;1;0.0308;0.742;0.00692;0.0906;0.163;76.289;audio_features;spotify:track:50dndMFNoQcxGG8iN2HVbd;https://api.spotify.com/v1/tracks/50dndMFNoQcxGG8iN2HVbd;https://api.spotify.com/v1/audio-analysis/50dndMFNoQcxGG8iN2HVbd;330467;4
thom yorke;black swan;3R7bfoEKPkxaukeC3ZSn4o;0.616;0.798;0;-7.288;1;0.0335;0.051;0.762;0.119;0.534;101.063;audio_features;spotify:track:3R7bfoEKPkxaukeC3ZSn4o;https://api.spotify.com/v1/tracks/3R7bfoEKPkxaukeC3ZSn4o;https://api.spotify.com/v1/audio-analysis/3R7bfoEKPkxaukeC3ZSn4o;289827;4
trace adkins;welcome to hell;69iqQSyp530ldltF23gFeY;0.523;0.592;7;-6.308;1;0.0305;0.13;0.000324;0.325;0.368;151.945;audio_features;spotify:track:69iqQSyp530ldltF23gFeY;https://api.spotify.com/v1/tracks/69iqQSyp530ldltF23gFeY;https://api.spotify.com/v1/audio-analysis/69iqQSyp530ldltF23gFeY;223973;4
eddy arnold;carry me back to the lone prairie;0C2GwtpfsXGT7ETnFRgDc7;0.582;0.23;2;-14.388;1;0.0287;0.733;0.000137;0.149;0.598;95.967;audio_features;spotify:track:0C2GwtpfsXGT7ETnFRgDc7;https://api.spotify.com/v1/tracks/0C2GwtpfsXGT7ETnFRgDc7;https://api.spotify.com/v1/audio-analysis/0C2GwtpfsXGT7ETnFRgDc7;138467;4
slightly stoopid;wicked rebel;2BQbt4lcB3dJS1yv0Wuxnf;0.834;0.746;1;-6.638;1;0.111;0.00968;1.45e-06;0.355;0.92;79.88;audio_features;spotify:track:2BQbt4lcB3dJS1yv0Wuxnf;https://api.spotify.com/v1/tracks/2BQbt4lcB3dJS1yv0Wuxnf;https://api.spotify.com/v1/audio-analysis/2BQbt4lcB3dJS1yv0Wuxnf;243040;4
vybz kartel;punani a mi best friend;7yTLbcJ2XdLQjb8FH2gBJP;0.776;0.723;1;-4.072;1;0.0667;0.0466;0.0;0.0976;0.533;94.034;audio_features;spotify:track:7yTLbcJ2XdLQjb8FH2gBJP;https://api.spotify.com/v1/tracks/7yTLbcJ2XdLQjb8FH2gBJP;https://api.spotify.com/v1/audio-analysis/7yTLbcJ2XdLQjb8FH2gBJP;148085;4
louis prima;one mint julep;1TDIAHBEvurNCb2D2fvMzr;0.519;0.537;5;-7.753;0;0.0483;0.769;0.0;0.425;0.682;111.822;audio_features;spotify:track:1TDIAHBEvurNCb2D2fvMzr;https://api.spotify.com/v1/tracks/1TDIAHBEvurNCb2D2fvMzr;https://api.spotify.com/v1/audio-analysis/1TDIAHBEvurNCb2D2fvMzr;163133;4
frankie avalon;bobby sox to stockings;3QslWf6jjw6f0by37Zrupd;0.608;0.405;7;-12.973;0;0.031;0.781;0.0;0.263;0.617;117.758;audio_features;spotify:track:3QslWf6jjw6f0by37Zrupd;https://api.spotify.com/v1/tracks/3QslWf6jjw6f0by37Zrupd;https://api.spotify.com/v1/audio-analysis/3QslWf6jjw6f0by37Zrupd;159949;4
mike ryan;the rewrite;1W3DDO8csBRUTdNITJgpag;0.416;0.825;7;-4.709;1;0.0403;0.0653;0.0;0.342;0.397;135.912;audio_features;spotify:track:1W3DDO8csBRUTdNITJgpag;https://api.spotify.com/v1/tracks/1W3DDO8csBRUTdNITJgpag;https://api.spotify.com/v1/audio-analysis/1W3DDO8csBRUTdNITJgpag;205187;4
josh turner;the difference between a woman and a man;5w7486KEvszSIWMeTgdY4X;0.45;0.446;4;-9.599;1;0.0314;0.198;0.0101;0.0834;0.185;143.019;audio_features;spotify:track:5w7486KEvszSIWMeTgdY4X;https://api.spotify.com/v1/tracks/5w7486KEvszSIWMeTgdY4X;https://api.spotify.com/v1/audio-analysis/5w7486KEvszSIWMeTgdY4X;223040;4
ultramagnetic mc's;"ego trippin' (12"" version)";1V53hVrykkJRV0qd4JUVjl;0.922;0.959;7;-3.542;1;0.277;0.063;1.47e-05;0.151;0.51;94.674;audio_features;spotify:track:1V53hVrykkJRV0qd4JUVjl;https://api.spotify.com/v1/tracks/1V53hVrykkJRV0qd4JUVjl;https://api.spotify.com/v1/audio-analysis/1V53hVrykkJRV0qd4JUVjl;326680;4
alice in chains;frogs;08IMar818SkF4xZmkNfbi1;0.388;0.474;11;-9.574;1;0.0283;0.028;0.468;0.116;0.0871;95.183;audio_features;spotify:track:08IMar818SkF4xZmkNfbi1;https://api.spotify.com/v1/tracks/08IMar818SkF4xZmkNfbi1;https://api.spotify.com/v1/audio-analysis/08IMar818SkF4xZmkNfbi1;498267;4
the jayhawks;settled down like rain;4MpRbPKlRrIHE4TVbpggWA;0.641;0.704;0;-8.242;1;0.0268;0.000569;0.000595;0.389;0.852;115.267;audio_features;spotify:track:4MpRbPKlRrIHE4TVbpggWA;https://api.spotify.com/v1/tracks/4MpRbPKlRrIHE4TVbpggWA;https://api.spotify.com/v1/audio-analysis/4MpRbPKlRrIHE4TVbpggWA;180507;4
waylon jennings;dreaming my dreams with you;6I4JVo9YbR9LSnb2aZq9yP;0.409;0.0609;5;-20.165;1;0.037;0.785;0.457;0.115;0.207;114.75;audio_features;spotify:track:6I4JVo9YbR9LSnb2aZq9yP;https://api.spotify.com/v1/tracks/6I4JVo9YbR9LSnb2aZq9yP;https://api.spotify.com/v1/audio-analysis/6I4JVo9YbR9LSnb2aZq9yP;144907;3
humble pie;old time feelin';6XUbeoXKal0wPuKohIeSfp;0.341;0.333;7;-16.043;1;0.0348;0.643;0.000615;0.183;0.565;187.636;audio_features;spotify:track:6XUbeoXKal0wPuKohIeSfp;https://api.spotify.com/v1/tracks/6XUbeoXKal0wPuKohIeSfp;https://api.spotify.com/v1/audio-analysis/6XUbeoXKal0wPuKohIeSfp;240627;3
katy mcallister;another empty bottle;0RJmnZ23Usaa07LPUe4mGb;0.561;0.252;7;-9.448;0;0.0345;0.917;0.0;0.106;0.346;144.226;audio_features;spotify:track:0RJmnZ23Usaa07LPUe4mGb;https://api.spotify.com/v1/tracks/0RJmnZ23Usaa07LPUe4mGb;https://api.spotify.com/v1/audio-analysis/0RJmnZ23Usaa07LPUe4mGb;228920;5
johnny cash;the walls of a prison;4ex2ha7IThFZY8isfGPyHJ;0.55;0.242;2;-14.35;1;0.0703;0.717;0.000146;0.0924;0.194;120.249;audio_features;spotify:track:4ex2ha7IThFZY8isfGPyHJ;https://api.spotify.com/v1/tracks/4ex2ha7IThFZY8isfGPyHJ;https://api.spotify.com/v1/audio-analysis/4ex2ha7IThFZY8isfGPyHJ;238213;3
stevie nicks;landslide;5fprEY6WEN1wvFXkgfb22C;0.37;0.205;10;-9.628;1;0.0315;0.923;4.05e-06;0.699;0.462;152.859;audio_features;spotify:track:5fprEY6WEN1wvFXkgfb22C;https://api.spotify.com/v1/tracks/5fprEY6WEN1wvFXkgfb22C;https://api.spotify.com/v1/audio-analysis/5fprEY6WEN1wvFXkgfb22C;228547;3
kofi;do you really want me;3jZvtT36yqTRiCQfv0IRsU;0.537;0.247;2;-15.902;0;0.189;0.575;0.0;0.142;0.71;78.721;audio_features;spotify:track:3jZvtT36yqTRiCQfv0IRsU;https://api.spotify.com/v1/tracks/3jZvtT36yqTRiCQfv0IRsU;https://api.spotify.com/v1/audio-analysis/3jZvtT36yqTRiCQfv0IRsU;208004;4
bloodhound gang;foxtrot uniform charlie kilo;6uGQKWdjmKvgH1QdDCcM8N;0.767;0.599;10;-5.176;0;0.0404;0.00436;0.0381;0.0714;0.788;137.035;audio_features;spotify:track:6uGQKWdjmKvgH1QdDCcM8N;https://api.spotify.com/v1/tracks/6uGQKWdjmKvgH1QdDCcM8N;https://api.spotify.com/v1/audio-analysis/6uGQKWdjmKvgH1QdDCcM8N;171973;4
wailing souls;act of affection;7nPMsFa65oZMAUHNuTmTVP;0.821;0.612;2;-7.013;1;0.0637;0.101;0.000202;0.0368;0.864;137.46;audio_features;spotify:track:7nPMsFa65oZMAUHNuTmTVP;https://api.spotify.com/v1/tracks/7nPMsFa65oZMAUHNuTmTVP;https://api.spotify.com/v1/audio-analysis/7nPMsFa65oZMAUHNuTmTVP;164907;4
grupo maximo grado;el hombre del equipo;0M6ubxqeWNNB6RgeobpaV2;0.812;0.759;0;-5.6;1;0.0501;0.461;1.97e-05;0.0848;0.845;121.503;audio_features;spotify:track:0M6ubxqeWNNB6RgeobpaV2;https://api.spotify.com/v1/tracks/0M6ubxqeWNNB6RgeobpaV2;https://api.spotify.com/v1/audio-analysis/0M6ubxqeWNNB6RgeobpaV2;223999;3
das efx;jussummen;2jx7xjmIDRlKX6EVjZoqYf;0.783;0.451;0;-12.775;1;0.403;0.181;0.0;0.0584;0.745;100.948;audio_features;spotify:track:2jx7xjmIDRlKX6EVjZoqYf;https://api.spotify.com/v1/tracks/2jx7xjmIDRlKX6EVjZoqYf;https://api.spotify.com/v1/audio-analysis/2jx7xjmIDRlKX6EVjZoqYf;210693;4
regina spektor;us;6zJms3MX11Qu1IKF44LoRW;0.217;0.305;1;-9.495;1;0.0321;0.885;0.00271;0.201;0.12;82.848;audio_features;spotify:track:6zJms3MX11Qu1IKF44LoRW;https://api.spotify.com/v1/tracks/6zJms3MX11Qu1IKF44LoRW;https://api.spotify.com/v1/audio-analysis/6zJms3MX11Qu1IKF44LoRW;292400;4
the charlie daniels band;old rock 'n roller;6g7xgIFhsU6G2OkRmArFNT;0.625;0.325;9;-14.809;1;0.0341;0.451;0.0;0.0859;0.318;125.265;audio_features;spotify:track:6g7xgIFhsU6G2OkRmArFNT;https://api.spotify.com/v1/tracks/6g7xgIFhsU6G2OkRmArFNT;https://api.spotify.com/v1/audio-analysis/6g7xgIFhsU6G2OkRmArFNT;176773;4
lesley gore;no more tears;7cherVO4o3h27dMT0GiQbm;0.739;0.481;2;-11.363;0;0.0416;0.783;0.0;0.0968;0.944;112.105;audio_features;spotify:track:7cherVO4o3h27dMT0GiQbm;https://api.spotify.com/v1/tracks/7cherVO4o3h27dMT0GiQbm;https://api.spotify.com/v1/audio-analysis/7cherVO4o3h27dMT0GiQbm;143000;4
nancy sinatra;greenwich village folk song salesman;6SWQgorfQUePtzedn7btr4;0.663;0.668;9;-9.395;1;0.0511;0.493;0.0;0.27;0.963;114.035;audio_features;spotify:track:6SWQgorfQUePtzedn7btr4;https://api.spotify.com/v1/tracks/6SWQgorfQUePtzedn7btr4;https://api.spotify.com/v1/audio-analysis/6SWQgorfQUePtzedn7btr4;155874;4
grover washington, jr.;be mine (tonight) (feat. grady tate);2YEPUm6I2jmrh75dIKJou6;0.756;0.398;0;-13.108;1;0.0776;0.332;0.000537;0.0682;0.396;113.304;audio_features;spotify:track:2YEPUm6I2jmrh75dIKJou6;https://api.spotify.com/v1/tracks/2YEPUm6I2jmrh75dIKJou6;https://api.spotify.com/v1/audio-analysis/2YEPUm6I2jmrh75dIKJou6;384800;4
four tops;it's the same old song;7d1ustAIlXG7ht5Q4IOv7s;0.704;0.678;2;-9.121;0;0.0295;0.143;0.0;0.119;0.977;125.185;audio_features;spotify:track:7d1ustAIlXG7ht5Q4IOv7s;https://api.spotify.com/v1/tracks/7d1ustAIlXG7ht5Q4IOv7s;https://api.spotify.com/v1/audio-analysis/7d1ustAIlXG7ht5Q4IOv7s;166400;4
judy garland;alone together;1wklGpzn3imtERdVytlZoK;0.215;0.212;0;-16.793;0;0.0866;0.818;2.09e-06;0.636;0.115;66.37;audio_features;spotify:track:1wklGpzn3imtERdVytlZoK;https://api.spotify.com/v1/tracks/1wklGpzn3imtERdVytlZoK;https://api.spotify.com/v1/audio-analysis/1wklGpzn3imtERdVytlZoK;347733;4
long beach dub allstars;kick down;5JiWVG8j9TmqwZ8zZGAtjZ;0.804;0.605;9;-6.213;1;0.118;0.148;0.0;0.103;0.63;89.969;audio_features;spotify:track:5JiWVG8j9TmqwZ8zZGAtjZ;https://api.spotify.com/v1/tracks/5JiWVG8j9TmqwZ8zZGAtjZ;https://api.spotify.com/v1/audio-analysis/5JiWVG8j9TmqwZ8zZGAtjZ;283893;4
bahamas;all the time;0qI1W6chJgvrSAzAkX9JBa;0.711;0.464;4;-4.816;0;0.0488;0.648;0.00373;0.0846;0.507;127.274;audio_features;spotify:track:0qI1W6chJgvrSAzAkX9JBa;https://api.spotify.com/v1/tracks/0qI1W6chJgvrSAzAkX9JBa;https://api.spotify.com/v1/audio-analysis/0qI1W6chJgvrSAzAkX9JBa;234973;4
vera lynn;besame mucho (kiss me);6w3RBzYJsYj81ZkuYlBeSM;0.278;0.248;4;-12.76;1;0.0297;0.82;4.91e-06;0.316;0.197;85.075;audio_features;spotify:track:6w3RBzYJsYj81ZkuYlBeSM;https://api.spotify.com/v1/tracks/6w3RBzYJsYj81ZkuYlBeSM;https://api.spotify.com/v1/audio-analysis/6w3RBzYJsYj81ZkuYlBeSM;161000;5
steve earle;carrie brown;1THUJz0GXtFR311DgQIZmX;0.562;0.665;7;-6.195;1;0.0321;0.404;0.0129;0.118;0.915;112.228;audio_features;spotify:track:1THUJz0GXtFR311DgQIZmX;https://api.spotify.com/v1/tracks/1THUJz0GXtFR311DgQIZmX;https://api.spotify.com/v1/audio-analysis/1THUJz0GXtFR311DgQIZmX;258133;4
jack white;weep themselves to sleep;4V04bHiCEVux579JcZQDDP;0.396;0.877;4;-8.837;0;0.046;0.0139;0.235;0.287;0.611;168.349;audio_features;spotify:track:4V04bHiCEVux579JcZQDDP;https://api.spotify.com/v1/tracks/4V04bHiCEVux579JcZQDDP;https://api.spotify.com/v1/audio-analysis/4V04bHiCEVux579JcZQDDP;259093;4
misfits;london dungeon;3hplBjBmQqR49L8THyjTdb;0.344;0.912;0;-11.219;1;0.164;0.109;0.0973;0.19;0.273;170.842;audio_features;spotify:track:3hplBjBmQqR49L8THyjTdb;https://api.spotify.com/v1/tracks/3hplBjBmQqR49L8THyjTdb;https://api.spotify.com/v1/audio-analysis/3hplBjBmQqR49L8THyjTdb;154400;4
morgan heritage;buss up barriers;1a1MUU4v3BOfsPBvFNqt1Y;0.417;0.417;1;-10.158;1;0.3;0.216;0.0;0.173;0.325;73.806;audio_features;spotify:track:1a1MUU4v3BOfsPBvFNqt1Y;https://api.spotify.com/v1/tracks/1a1MUU4v3BOfsPBvFNqt1Y;https://api.spotify.com/v1/audio-analysis/1a1MUU4v3BOfsPBvFNqt1Y;401727;4
bukka white;poor boy long ways from home;5dinp9mPq1xH7maN4iK722;0.595;0.408;6;-14.682;1;0.044;0.689;7.24e-05;0.156;0.924;115.891;audio_features;spotify:track:5dinp9mPq1xH7maN4iK722;https://api.spotify.com/v1/tracks/5dinp9mPq1xH7maN4iK722;https://api.spotify.com/v1/audio-analysis/5dinp9mPq1xH7maN4iK722;140293;4
don philippe;the world connects;2yEZDWES6x7CaETRcFmr9t;0.779;0.238;8;-11.387;0;0.0453;0.635;0.818;0.11;0.461;82.983;audio_features;spotify:track:2yEZDWES6x7CaETRcFmr9t;https://api.spotify.com/v1/tracks/2yEZDWES6x7CaETRcFmr9t;https://api.spotify.com/v1/audio-analysis/2yEZDWES6x7CaETRcFmr9t;172590;4
dennis brown;make it with you;2RiqsYVO1YN3PZHhXz3gHK;0.72;0.331;10;-9.846;1;0.0405;0.0685;0.00108;0.228;0.275;87.405;audio_features;spotify:track:2RiqsYVO1YN3PZHhXz3gHK;https://api.spotify.com/v1/tracks/2RiqsYVO1YN3PZHhXz3gHK;https://api.spotify.com/v1/audio-analysis/2RiqsYVO1YN3PZHhXz3gHK;190987;4
tesseract;eden;2tBd67cpkdg8jpr8bWI8fT;0.359;0.768;6;-8.071;0;0.0491;0.000444;0.00069;0.0906;0.156;108.827;audio_features;spotify:track:2tBd67cpkdg8jpr8bWI8fT;https://api.spotify.com/v1/tracks/2tBd67cpkdg8jpr8bWI8fT;https://api.spotify.com/v1/audio-analysis/2tBd67cpkdg8jpr8bWI8fT;543451;4
ratt;shame shame shame;6IZxBM9ypX89dYOCLhFfBg;0.539;0.831;7;-10.709;1;0.0438;0.00158;0.364;0.552;0.593;124.82;audio_features;spotify:track:6IZxBM9ypX89dYOCLhFfBg;https://api.spotify.com/v1/tracks/6IZxBM9ypX89dYOCLhFfBg;https://api.spotify.com/v1/audio-analysis/6IZxBM9ypX89dYOCLhFfBg;272827;4
shemekia copeland;married to the blues;1wZpmkvPVQXdBLc6MnIpJi;0.572;0.248;11;-10.86;0;0.0337;0.291;0.0444;0.0813;0.302;127.564;audio_features;spotify:track:1wZpmkvPVQXdBLc6MnIpJi;https://api.spotify.com/v1/tracks/1wZpmkvPVQXdBLc6MnIpJi;https://api.spotify.com/v1/audio-analysis/1wZpmkvPVQXdBLc6MnIpJi;432200;3
al kooper;lookin' for a home;6cuKyevjNVrb4I7BAA9NTv;0.458;0.277;10;-15.726;1;0.032;0.446;0.0608;0.0597;0.637;137.066;audio_features;spotify:track:6cuKyevjNVrb4I7BAA9NTv;https://api.spotify.com/v1/tracks/6cuKyevjNVrb4I7BAA9NTv;https://api.spotify.com/v1/audio-analysis/6cuKyevjNVrb4I7BAA9NTv;352240;4
swv;use your heart;1iXtpeHC0i6c7JBrKi3yaq;0.623;0.479;9;-8.457;1;0.0389;0.17;0.00561;0.341;0.602;73.968;audio_features;spotify:track:1iXtpeHC0i6c7JBrKi3yaq;https://api.spotify.com/v1/tracks/1iXtpeHC0i6c7JBrKi3yaq;https://api.spotify.com/v1/audio-analysis/1iXtpeHC0i6c7JBrKi3yaq;289000;4
don williams;i keep putting off getting over you;03lfYbaAcL3eG7lo0g7TiX;0.552;0.32;0;-18.602;1;0.0303;0.591;2.86e-05;0.093;0.388;167.43;audio_features;spotify:track:03lfYbaAcL3eG7lo0g7TiX;https://api.spotify.com/v1/tracks/03lfYbaAcL3eG7lo0g7TiX;https://api.spotify.com/v1/audio-analysis/03lfYbaAcL3eG7lo0g7TiX;181200;3
lil wayne;shoot me down;13Mh55MPFYy2O6uby9061n;0.787;0.479;1;-8.247;0;0.128;0.187;0.000745;0.111;0.714;149.995;audio_features;spotify:track:13Mh55MPFYy2O6uby9061n;https://api.spotify.com/v1/tracks/13Mh55MPFYy2O6uby9061n;https://api.spotify.com/v1/audio-analysis/13Mh55MPFYy2O6uby9061n;269533;4
death from above 1979;my love is shared;5jnqqVwo1lWgU7dLxnPFPO;0.465;0.994;4;-4.116;0;0.092;0.000127;0.619;0.208;0.247;107.509;audio_features;spotify:track:5jnqqVwo1lWgU7dLxnPFPO;https://api.spotify.com/v1/tracks/5jnqqVwo1lWgU7dLxnPFPO;https://api.spotify.com/v1/audio-analysis/5jnqqVwo1lWgU7dLxnPFPO;111632;4
donny hathaway;sack full of dreams;5i786tCK4z1NarDDfsvfiI;0.552;0.217;9;-15.198;1;0.0369;0.842;0.00354;0.883;0.284;83.26;audio_features;spotify:track:5i786tCK4z1NarDDfsvfiI;https://api.spotify.com/v1/tracks/5i786tCK4z1NarDDfsvfiI;https://api.spotify.com/v1/audio-analysis/5i786tCK4z1NarDDfsvfiI;330240;3
tomorrows bad seeds;early prayers;7tHL2RNd5r67bKd5WITs67;0.409;0.763;7;-6.945;1;0.0698;0.00373;0.000327;0.8;0.527;188.253;audio_features;spotify:track:7tHL2RNd5r67bKd5WITs67;https://api.spotify.com/v1/tracks/7tHL2RNd5r67bKd5WITs67;https://api.spotify.com/v1/audio-analysis/7tHL2RNd5r67bKd5WITs67;245307;4
jimmy cliff;waterfall;4YU0Q0IBqTq2PUnGZJH7Ki;0.635;0.601;1;-9.6;1;0.0355;0.718;0.00414;0.0959;0.789;126.112;audio_features;spotify:track:4YU0Q0IBqTq2PUnGZJH7Ki;https://api.spotify.com/v1/tracks/4YU0Q0IBqTq2PUnGZJH7Ki;https://api.spotify.com/v1/audio-analysis/4YU0Q0IBqTq2PUnGZJH7Ki;149440;4
kirk whalum;now 'til forever;4L2lzMYxwE4ObPozyV1idl;0.541;0.756;2;-6.867;1;0.0392;0.465;0.641;0.16;0.57;170.704;audio_features;spotify:track:4L2lzMYxwE4ObPozyV1idl;https://api.spotify.com/v1/tracks/4L2lzMYxwE4ObPozyV1idl;https://api.spotify.com/v1/audio-analysis/4L2lzMYxwE4ObPozyV1idl;276400;4
george jones;that heart belongs to me;6REc8idTpdDdMlMIcnER2F;0.554;0.344;2;-9.304;1;0.0319;0.602;0.0;0.166;0.407;115.212;audio_features;spotify:track:6REc8idTpdDdMlMIcnER2F;https://api.spotify.com/v1/tracks/6REc8idTpdDdMlMIcnER2F;https://api.spotify.com/v1/audio-analysis/6REc8idTpdDdMlMIcnER2F;184027;4
miguel;how many drinks?;5ctk3VJoHoURSiwkCJn2bf;0.379;0.608;0;-7.011;0;0.134;0.00311;0.000614;0.248;0.241;81.822;audio_features;spotify:track:5ctk3VJoHoURSiwkCJn2bf;https://api.spotify.com/v1/tracks/5ctk3VJoHoURSiwkCJn2bf;https://api.spotify.com/v1/audio-analysis/5ctk3VJoHoURSiwkCJn2bf;272987;4
michel legrand;sans toi;6Ub63208eZVnT6UPQm4fGH;0.233;0.132;5;-15.503;0;0.0298;0.965;0.00118;0.1;0.22;84.598;audio_features;spotify:track:6Ub63208eZVnT6UPQm4fGH;https://api.spotify.com/v1/tracks/6Ub63208eZVnT6UPQm4fGH;https://api.spotify.com/v1/audio-analysis/6Ub63208eZVnT6UPQm4fGH;134027;4
roger miller;my uncle used to love me but she died;3sjUUxnlyM8TfZYQDOxNaK;0.588;0.827;2;-7.979;1;0.0574;0.489;0.0;0.134;0.876;168.849;audio_features;spotify:track:3sjUUxnlyM8TfZYQDOxNaK;https://api.spotify.com/v1/tracks/3sjUUxnlyM8TfZYQDOxNaK;https://api.spotify.com/v1/audio-analysis/3sjUUxnlyM8TfZYQDOxNaK;112439;3
boney james;you can count on me;7qvVHhzqlsObMAFmofBILE;0.544;0.54;10;-10.865;1;0.0404;0.435;0.882;0.117;0.531;75.066;audio_features;spotify:track:7qvVHhzqlsObMAFmofBILE;https://api.spotify.com/v1/tracks/7qvVHhzqlsObMAFmofBILE;https://api.spotify.com/v1/audio-analysis/7qvVHhzqlsObMAFmofBILE;297693;4
carrie underwood;change;5wTFHRvJObSDuvNonvUx9T;0.569;0.686;7;-3.53;1;0.0346;0.444;0.0;0.142;0.327;124.012;audio_features;spotify:track:5wTFHRvJObSDuvNonvUx9T;https://api.spotify.com/v1/tracks/5wTFHRvJObSDuvNonvUx9T;https://api.spotify.com/v1/audio-analysis/5wTFHRvJObSDuvNonvUx9T;192773;4
phil vassar;this is god;2WeGSj8M1jVHpjtaOcV2Mm;0.546;0.531;0;-7.5;1;0.0281;0.103;0.0;0.219;0.395;82.364;audio_features;spotify:track:2WeGSj8M1jVHpjtaOcV2Mm;https://api.spotify.com/v1/tracks/2WeGSj8M1jVHpjtaOcV2Mm;https://api.spotify.com/v1/audio-analysis/2WeGSj8M1jVHpjtaOcV2Mm;213133;4
the ravens;gotta find my baby;6bBY3Of4qMlYgjdVsl85iJ;0.675;0.363;9;-14.245;0;0.0463;0.974;0.000121;0.199;0.908;149.95;audio_features;spotify:track:6bBY3Of4qMlYgjdVsl85iJ;https://api.spotify.com/v1/tracks/6bBY3Of4qMlYgjdVsl85iJ;https://api.spotify.com/v1/audio-analysis/6bBY3Of4qMlYgjdVsl85iJ;135760;4
louis armstrong;blue turning grey over you;2e9Ttzg4LAj9SO2eYUKi29;0.525;0.132;7;-13.437;1;0.0544;0.91;0.00162;0.503;0.273;77.796;audio_features;spotify:track:2e9Ttzg4LAj9SO2eYUKi29;https://api.spotify.com/v1/tracks/2e9Ttzg4LAj9SO2eYUKi29;https://api.spotify.com/v1/audio-analysis/2e9Ttzg4LAj9SO2eYUKi29;293080;4
meshuggah;suffer in truth;6x8OeZQWzLjuOIWkFrItNc;0.226;0.996;11;-6.294;1;0.065;3.93e-05;0.633;0.146;0.345;157.724;audio_features;spotify:track:6x8OeZQWzLjuOIWkFrItNc;https://api.spotify.com/v1/tracks/6x8OeZQWzLjuOIWkFrItNc;https://api.spotify.com/v1/audio-analysis/6x8OeZQWzLjuOIWkFrItNc;260040;3
randy houser;anything goes;4dJ5dViPmuNPxOnxbwY1dr;0.477;0.638;0;-4.77;1;0.0355;0.54;0.000115;0.101;0.28;139.885;audio_features;spotify:track:4dJ5dViPmuNPxOnxbwY1dr;https://api.spotify.com/v1/tracks/4dJ5dViPmuNPxOnxbwY1dr;https://api.spotify.com/v1/audio-analysis/4dJ5dViPmuNPxOnxbwY1dr;184173;4
38 special;throw out the line;3vrsejqNj2DkxLW0qCcovw;0.566;0.704;9;-9.831;0;0.03;0.00688;2.39e-06;0.127;0.952;136.85;audio_features;spotify:track:3vrsejqNj2DkxLW0qCcovw;https://api.spotify.com/v1/tracks/3vrsejqNj2DkxLW0qCcovw;https://api.spotify.com/v1/audio-analysis/3vrsejqNj2DkxLW0qCcovw;225667;4
ben folds;annie waits;2hDQU47XuGq9CdYRIQD1m6;0.673;0.848;0;-4.891;1;0.0266;0.0101;0.0025;0.0898;0.853;121.993;audio_features;spotify:track:2hDQU47XuGq9CdYRIQD1m6;https://api.spotify.com/v1/tracks/2hDQU47XuGq9CdYRIQD1m6;https://api.spotify.com/v1/audio-analysis/2hDQU47XuGq9CdYRIQD1m6;256600;4
govana;better than that;0Wx7Hxa7GMfIgksIvF6rKP;0.8;0.631;8;-5.749;0;0.167;0.28;0.0;0.0915;0.381;108.104;audio_features;spotify:track:0Wx7Hxa7GMfIgksIvF6rKP;https://api.spotify.com/v1/tracks/0Wx7Hxa7GMfIgksIvF6rKP;https://api.spotify.com/v1/audio-analysis/0Wx7Hxa7GMfIgksIvF6rKP;193333;4
jimi hendrix;can you see me;41j3QgPNvLSoWBucJuInCZ;0.572;0.811;6;-5.494;0;0.0419;0.226;0.0759;0.273;0.933;134.243;audio_features;spotify:track:41j3QgPNvLSoWBucJuInCZ;https://api.spotify.com/v1/tracks/41j3QgPNvLSoWBucJuInCZ;https://api.spotify.com/v1/audio-analysis/41j3QgPNvLSoWBucJuInCZ;152973;4
mumford & sons;not with haste;5Tq8P4HOkAk0QN3QklEfvS;0.371;0.476;4;-9.604;1;0.0298;0.558;0.000216;0.111;0.13;100.363;audio_features;spotify:track:5Tq8P4HOkAk0QN3QklEfvS;https://api.spotify.com/v1/tracks/5Tq8P4HOkAk0QN3QklEfvS;https://api.spotify.com/v1/audio-analysis/5Tq8P4HOkAk0QN3QklEfvS;249080;4
lefty frizzell;look what thoughts will do;4hRnEc9d92ZoFMZtSQuTVH;0.742;0.224;9;-12.13;1;0.0309;0.775;7.05e-06;0.224;0.732;126.682;audio_features;spotify:track:4hRnEc9d92ZoFMZtSQuTVH;https://api.spotify.com/v1/tracks/4hRnEc9d92ZoFMZtSQuTVH;https://api.spotify.com/v1/audio-analysis/4hRnEc9d92ZoFMZtSQuTVH;153013;4
starland vocal band;afternoon delight;1pBAsoHy7eN9aeVCTAiKua;0.486;0.443;5;-11.728;1;0.0301;0.492;0.0;0.101;0.785;147.206;audio_features;spotify:track:1pBAsoHy7eN9aeVCTAiKua;https://api.spotify.com/v1/tracks/1pBAsoHy7eN9aeVCTAiKua;https://api.spotify.com/v1/audio-analysis/1pBAsoHy7eN9aeVCTAiKua;193040;4
john mayall;can't sleep this night;6fdwvUnKiLv3IIAWaLtol0;0.415;0.491;3;-14.756;0;0.0339;0.692;0.551;0.666;0.408;100.725;audio_features;spotify:track:6fdwvUnKiLv3IIAWaLtol0;https://api.spotify.com/v1/tracks/6fdwvUnKiLv3IIAWaLtol0;https://api.spotify.com/v1/audio-analysis/6fdwvUnKiLv3IIAWaLtol0;381493;4
